id	path	line	end	name	signature	kind	va	body_sha256	status	casts	unions	gotos	address	owner	outside	varargs	reuse	stack	bounds	note
include/SOURCE/KB.h:OppositeCampaignSide(CampaignSide side)#1	include/SOURCE/KB.h	64	70	OppositeCampaignSide	(CampaignSide side)	cpp		3223cfc233cfb4818c5f07207e4279e3ecba87155c73cf71674fed5095534280	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Strict enum branch and retail1-side expression are equivalent for the two valid campaign sides. No pointers, array bounds, casts, unions, goto or stack storage.
include/SOURCE/KB.h:CyrillicToUpper(char c)#1	include/SOURCE/KB.h	481	489	CyrillicToUpper	(char c)	cpp		79c9a53848efddd5745e592e493573368993388ab4414cf376c71212d7da0501	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	absent	absent	Unsigned-byte casts deliberately classify ASCII lowercase and CP1251 e0..ff/b8 before narrowing uppercase result to char. This inline accepts all byte patterns without CRT ctype indexing; no buffer or manual varargs. Its char overload counterpart is read in KB.cpp.
include/SOURCE/KB_TYPES.h:OppositeMapDirection(MapDirection direction)#1	include/SOURCE/KB_TYPES.h	73	75	OppositeMapDirection	(MapDirection direction)	cpp		8bb768601fd1c0a8741cfbae77f3a4752fa79af915722c8d4a2193c03ec0e12a	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Opposite direction is addition by4 masked to0..7; no array, pointer, or unrelated reuse. NONE is outside this directional operation's semantic domain.
include/SOURCE/KB_TYPES.h:NextCreatureType(CreatureType creatureType)#1	include/SOURCE/KB_TYPES.h	172	175	NextCreatureType	(CreatureType creatureType)	cpp		8ef854649e94fbd8f6442b363374332afb626debc97297a3ae151df565bbad6b	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Modern-only sequence successor updates and returns one creature id; retail macro retains integer addition.
include/SOURCE/KB_TYPES.h:MapTriggerActionFlag::operator i32() const#1	include/SOURCE/KB_TYPES.h	375	375	MapTriggerActionFlag::operator i32	() const	cpp		6f125706d7bff5f7a9d4669578936e2a7e087c79a79d925736f2d1bef685f322	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Modern-only tag conversion supplies action bit0x80; no state or cast.
include/SOURCE/KB_TYPES.h:MapTriggerTypeMask::operator i32() const#1	include/SOURCE/KB_TYPES.h	380	380	MapTriggerTypeMask::operator i32	() const	cpp		88991b8b630a5da9e076ff62b3451b541d3423405c84f06b0052582488f7c8de	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Modern-only tag conversion supplies low-seven-bit mask0x7f.
include/SOURCE/KB_TYPES.h:MapTriggerCode::MapTriggerCode()#1	include/SOURCE/KB_TYPES.h	524	524	MapTriggerCode::MapTriggerCode	()	cpp-default-or-delete		3ac6e5fb3fc614893773dffeb0567d3ff31a73b979333f352fd9a860b4a873ac	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Defaulted one-scalar open trigger wrapper; no synthetic initialization.
include/SOURCE/KB_TYPES.h:MapTriggerCode::MapTriggerCode(MapObjectType object)#1	include/SOURCE/KB_TYPES.h	525	525	MapTriggerCode::MapTriggerCode	(MapObjectType object)	cpp		8887485c206cc41697cc066996766b39388313e179b2f914ed4907cd6ee157fd	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Constructs trigger from object id via explicit IDX domain boundary.
include/SOURCE/KB_TYPES.h:MapTriggerCode::MapTriggerCode(i32 value)#1	include/SOURCE/KB_TYPES.h	526	526	MapTriggerCode::MapTriggerCode	(i32 value)	cpp		a89a0dfe49afadfbc72063cf5472c42a50e237814e2b846dc52554c2dbb4c413	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Constructs raw open trigger directly from i32.
include/SOURCE/KB_TYPES.h:MapTriggerCode::operator i32() const#1	include/SOURCE/KB_TYPES.h	527	527	MapTriggerCode::operator i32	() const	cpp		e198458ef1f00623215d743a30b16e5e9233c8b31a60679fc7d93bba97a16106	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Returns the stored raw trigger code.
include/SOURCE/KB_TYPES.h:MapActionTrigger(MapObjectType object)#1	include/SOURCE/KB_TYPES.h	533	535	MapActionTrigger	(MapObjectType object)	cpp		1bc7c9049dddb82859c40e00bc00a01b742580a083b418ad14c0528e037b1be7	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Combines action bit with object id into a new trigger value.
include/SOURCE/KB_TYPES.h:MapTriggerObject(MapTriggerCode trigger)#1	include/SOURCE/KB_TYPES.h	537	539	MapTriggerObject	(MapTriggerCode trigger)	cpp		793f0861aa32db9d17e0f0d3f25f3f30e7d9f11291481ca7da7895b196447623	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	absent	absent	Masks raw trigger then explicitly converts only the object-code bits to MapObjectType.
include/SOURCE/KB_TYPES.h:MapTriggerIsAction(MapTriggerCode trigger)#1	include/SOURCE/KB_TYPES.h	541	543	MapTriggerIsAction	(MapTriggerCode trigger)	cpp		d34e4719ef3e4b1f718e53928e7aea6fc846a7808598280db6e3d0e88729d2a3	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	absent	absent	Converts trigger to raw i32 and tests its action bit.
include/SOURCE/KB_TYPES.h:MapTriggerWithObject(MapTriggerCode trigger,MapObjectType object)#1	include/SOURCE/KB_TYPES.h	545	549	MapTriggerWithObject	(MapTriggerCode trigger,MapObjectType object)	cpp		9f7c48c4f51e4c3922ed0084737aeaf5d354507bdf3ef392b3eee8dc9cbdcf2f	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Preserves the original trigger's action/passive role while replacing its object bits.
include/SOURCE/KB_TYPES.h:operator ==(MapTriggerCode trigger,MapObjectType object)#1	include/SOURCE/KB_TYPES.h	551	553	operator ==	(MapTriggerCode trigger,MapObjectType object)	cpp		429ae46c5f31dfa2e666cfeedc5bd9a69d5d79b1004dbd8df2dc36e5dd5e6cd1	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	absent	absent	Compares complete trigger representation with passive object id; action flag is intentionally not discarded.
include/SOURCE/KB_TYPES.h:operator ==(MapObjectType object,MapTriggerCode trigger)#1	include/SOURCE/KB_TYPES.h	555	557	operator ==	(MapObjectType object,MapTriggerCode trigger)	cpp		84494b5cfacb8dd8b43bd4c83e7016d6df5a313bd9b9857ae8f9b6359c203cbb	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Reversed passive-object equality delegates to canonical equality.
include/SOURCE/KB_TYPES.h:operator !=(MapTriggerCode trigger,MapObjectType object)#1	include/SOURCE/KB_TYPES.h	559	561	operator !=	(MapTriggerCode trigger,MapObjectType object)	cpp		1cd3d25c8ab050e44ea050d98ad083a6415222ac6e5b8fde57008225dfc1706e	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Trigger/object inequality negates complete-code equality.
include/SOURCE/KB_TYPES.h:operator !=(MapObjectType object,MapTriggerCode trigger)#1	include/SOURCE/KB_TYPES.h	563	565	operator !=	(MapObjectType object,MapTriggerCode trigger)	cpp		cd2dc5723da84305c865741825d47243b4c7caeb70788792a4e24ce4c58f3b15	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Reversed object/trigger inequality negates equality.
include/SOURCE/KB_TYPES.h:operator |(MapTriggerActionFlag,MapObjectType object)#1	include/SOURCE/KB_TYPES.h	567	569	operator |	(MapTriggerActionFlag,MapObjectType object)	cpp		1d8291b42b3e09a8e5d63a12d9854341629e74e09e08b48d51d523d590281e60	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Tag/object OR constructs an action trigger through MapActionTrigger.
include/SOURCE/KB_TYPES.h:operator |(MapObjectType object,MapTriggerActionFlag flag)#1	include/SOURCE/KB_TYPES.h	571	573	operator |	(MapObjectType object,MapTriggerActionFlag flag)	cpp		41b3fff091a712d38782102abcbdf69bf8ff303f857df1d79a8ad768d5843127	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Reversed object/tag OR delegates to canonical OR.
include/SOURCE/KB_TYPES.h:operator &(MapTriggerCode trigger,MapTriggerTypeMask)#1	include/SOURCE/KB_TYPES.h	575	577	operator &	(MapTriggerCode trigger,MapTriggerTypeMask)	cpp		8ec56e37710ff9d7db14c270359bd5d4ce73167bcf6bd0c6508d4d31c6344bf0	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Masking a trigger returns its decoded object type.
include/SOURCE/KB_TYPES.h:operator ==(H2OpenCodeStorage<MapTriggerCode,Storage> trigger,MapObjectType object)#1	include/SOURCE/KB_TYPES.h	580	584	operator ==	(H2OpenCodeStorage<MapTriggerCode,Storage> trigger,MapObjectType object)	cpp		60617328aacf360b4e13d87f0c3684b30d835ad5de33c1dddb23ba5bc639a63e	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	absent	absent	Stored-trigger comparison unwraps its MapTriggerCode, not a pointer or union.
include/SOURCE/KB_TYPES.h:operator ==(MapObjectType object,H2OpenCodeStorage<MapTriggerCode,Storage> trigger)#1	include/SOURCE/KB_TYPES.h	587	591	operator ==	(MapObjectType object,H2OpenCodeStorage<MapTriggerCode,Storage> trigger)	cpp		b2b6b201350e481c2ef9e9f5449a1a13ad6043ce2a039eba67d85e8f16351751	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Reversed stored-trigger/object equality delegates to canonical equality.
include/SOURCE/KB_TYPES.h:operator !=(H2OpenCodeStorage<MapTriggerCode,Storage> trigger,MapObjectType object)#1	include/SOURCE/KB_TYPES.h	594	598	operator !=	(H2OpenCodeStorage<MapTriggerCode,Storage> trigger,MapObjectType object)	cpp		5043ae86cbddd087469961bf76244eaea1c5646fbbd6897201eeb4ac4272d262	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Stored-trigger/object inequality negates equality.
include/SOURCE/KB_TYPES.h:operator !=(MapObjectType object,H2OpenCodeStorage<MapTriggerCode,Storage> trigger)#1	include/SOURCE/KB_TYPES.h	601	605	operator !=	(MapObjectType object,H2OpenCodeStorage<MapTriggerCode,Storage> trigger)	cpp		1d87336c47a53b6fb861a2f2f4628201bcab25aff6eed83526524307b71b4e7b	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Reversed object/stored-trigger inequality negates equality.
include/SOURCE/KB_TYPES.h:operator &(H2OpenCodeStorage<MapTriggerCode,Storage> trigger,MapTriggerTypeMask)#1	include/SOURCE/KB_TYPES.h	608	612	operator &	(H2OpenCodeStorage<MapTriggerCode,Storage> trigger,MapTriggerTypeMask)	cpp		caa70ebdd85eb13690199a89917b7dc1abb0d052911ef0221340f1edbebb5044	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	absent	absent	Stored-trigger mask unwraps Code and decodes its object bits.
include/SOURCE/KB_TYPES.h:operator &=(H2OpenCodeStorage<MapTriggerCode,Storage> & trigger,MapTriggerTypeMask mask)#1	include/SOURCE/KB_TYPES.h	615	620	operator &=	(H2OpenCodeStorage<MapTriggerCode,Storage> & trigger,MapTriggerTypeMask mask)	cpp		43f89f59da9e3d68bdf73deb47414b18293e5a43dd618141fd5616d86904ce69	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	In-place mask replaces the same trigger with its passive object code and returns the live wrapper.
include/SOURCE/KB_TYPES.h:operator |=(H2OpenCodeStorage<MapTriggerCode,Storage> & trigger,MapTriggerActionFlag)#1	include/SOURCE/KB_TYPES.h	623	628	operator |=	(H2OpenCodeStorage<MapTriggerCode,Storage> & trigger,MapTriggerActionFlag)	cpp		d7c8b5e834f1ca358570305055b4b8239c5da0be2c517d357decbf89903c3011	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	absent	absent	In-place action bit update preserves object bits through the explicit raw i32 representation.
include/SOURCE/Modem.h:TruncateModemResponse(void)#1	include/SOURCE/Modem.h	87	89	TruncateModemResponse	(void)	cpp		cb8aeaa4a660dffb5ca168e5d5dabdb406104f3ff9a38b9bbeee2bff24baa550	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Fixed index17 fits the80-byte response owner; this is a real inline terminator store.
include/SOURCE/X_GLOBAL.h:NextSpellEffectDisplayType(SpellEffectDisplayType type)#1	include/SOURCE/X_GLOBAL.h	120	122	NextSpellEffectDisplayType	(SpellEffectDisplayType type)	cpp		ff856c4ec430cddb63095a9f6e31b97e55bc5dd8d5000178a524c19abd468e27	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Cycles the real three-value spell-display enum; no pointers, buffers, conversions, goto or scratch ownership. Valid enum input supplies arithmetic domain.
include/SOURCE/advManager.h:advManager::GetCommandTargetX(void)#1	include/SOURCE/advManager.h	158	160	advManager::GetCommandTargetX	(void)	cpp		cfef48e61f2b4befc09497fd23499ac771d04a134c772f59026030188e9834c0	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Real inline accessor reads the command-target X member; no casts, aggregate overlay, arithmetic, or buffer access.
include/SOURCE/advManager.h:advManager::GetCommandTargetY(void)#1	include/SOURCE/advManager.h	161	163	advManager::GetCommandTargetY	(void)	cpp		7c6d35393751c879957239acefacb9566444795d7cebad62ddf5857f12b28fa1	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Real inline accessor reads the command-target Y member; no casts, aggregate overlay, arithmetic, or buffer access.
include/SOURCE/army.h:army::IsAlive(void)#1	include/SOURCE/army.h	151	153	army::IsAlive	(void)	cpp		484af8231c8027a1f6c616b02f6fff11ed3a2c842b61bc55e2e1f99e569b9715	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Full inline predicate read: nonnegative creature code and positive quantity, no indexing or hidden owner recovery. It is an alive-state predicate, not validation of upper creature-ID bounds. No ten-pattern instance.
include/SOURCE/combatTypes.h:operator ^=(CombatSide & side,i32 mask)#1	include/SOURCE/combatTypes.h	19	22	operator ^=	(CombatSide & side,i32 mask)	cpp		9f63945b9da78fea6b2ad96fa39ba54cb3a3936b4cb2c14b0cb3a7ec37bfe726	reviewed	retain	absent	absent	absent	absent	absent	absent	absent	absent	absent	Strict-enum adapter requires integer XOR then cast back; reference return is actual enum owner. Valid binary side/mask contract, no pointer/buffer.
include/SOURCE/combatTypes.h:OppositeCombatSide(CombatSide side)#1	include/SOURCE/combatTypes.h	26	28	OppositeCombatSide	(CombatSide side)	cpp		bd61052fbf91f7321a8b9fb7d173e7a407360775421ff227dcc530af62bdd18f	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Strict-enum conversion for the two valid sides; legacy macro uses1-side and sentinel behavior is deliberately outside valid-side contract. No reconstruction pattern to simplify.
include/SOURCE/combatTypes.h:CombatResultForSide(CombatSide side)#1	include/SOURCE/combatTypes.h	41	43	CombatResultForSide	(CombatSide side)	cpp		c76a785d9e1ecc6bdd4ea5e762205c8977f62ee0f0c98bf4c92280f8bb17d284	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Typed conversion between valid side and winning-result domains; no pointer/cast/storage issue.
include/SOURCE/combatTypes.h:OppositeCombatResult(CombatResult result)#1	include/SOURCE/combatTypes.h	45	47	OppositeCombatResult	(CombatResult result)	cpp		2f3d3be677d00974e077d736e277b804ba60460b1c53b9e1091ad8fa5dd10591	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Typed alternate winning-result selection; DRAW/PENDING outside helper contract, no fabricated union.
include/SOURCE/combatTypes.h:CombatSideForResult(CombatResult result)#1	include/SOURCE/combatTypes.h	49	51	CombatSideForResult	(CombatResult result)	cpp		8a490b6e6652fee58e5ae7496f42a9eba6a8eb13b8efd5ac868bc3a025c2fa47	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Typed winning-result-to-side adapter; no storage or address manipulation.
include/SOURCE/combatTypes.h:OppositeArmyFacing(ArmyFacing facing)#1	include/SOURCE/combatTypes.h	66	68	OppositeArmyFacing	(ArmyFacing facing)	cpp		f5a0b32f599bf4985977dce8013f7b72c32425c14aa1a323762e4b77279e1891	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Two-valid-facing adapter and alternate legacy1-facing macro; no buffer or pointer arithmetic.
include/SOURCE/combatTypes.h:ArmyFacingForSide(CombatSide side)#1	include/SOURCE/combatTypes.h	70	72	ArmyFacingForSide	(CombatSide side)	cpp		f32d3335469b30d5a391f562d20ac671e21dd6d7452939ebfa965c8747c06724	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Real side-to-facing orientation mapping; distinct enum domains retained.
include/SOURCE/combatTypes.h:ArmyFacingRearHexOffset(ArmyFacing facing)#1	include/SOURCE/combatTypes.h	74	76	ArmyFacingRearHexOffset	(ArmyFacing facing)	cpp		c2a3f5f306882627075a0d4230a3a4cd7aefbacaebc3ec6d11292a58828fd286	reviewed	absent	absent	absent	absent	absent	absent	absent	absent	absent	absent	Returns signed neighboring-hex delta for genuine wide-army geometry, not owner-relative address recovery.
